sleeper_id,name,pos,adp,model,sleeper,sleeper_as_of,espn,espn_as_of,sheet,sheet_as_of,mean,mean_n_sources,pair,league,model_built,actual
8112,Drake London,WR,11.0,248.30624999999998,248.20000000000002,2026-09-02,268.882224722,2026-09-03,271.69000000000005,2026-09-01,258.541112361,2,2026,omnibeta,2026-09-02,
8138,James Cook III,RB,12.6,257.3375,258.8,2026-09-02,278.90360478,2026-09-03,270.59999999999997,2026-09-01,268.85180239,2,2026,omnibeta,2026-09-02,
5859,A.J. Brown,WR,17.6,239.16875,245.20000000000002,2026-09-02,249.1455414,2026-09-03,256.65,2026-09-01,247.17277070000003,2,2026,omnibeta,2026-09-02,
8130,Trey McBride,TE,29.1,263.5,232.9,2026-09-02,241.044606824,2026-09-03,256.16,2026-09-01,236.972303412,2,2026,omnibeta,2026-09-02,
7569,Nico Collins,WR,20.9,235.66250000000002,260.0,2026-09-02,247.28857603800003,2026-09-03,250.8,2026-09-01,253.64428801900004,2,2026,omnibeta,2026-09-02,
8144,Chris Olave,WR,19.0,235.02499999999998,233.9,2026-09-02,249.091938692,2026-09-03,261.83,2026-09-01,241.495969346,2,2026,omnibeta,2026-09-02,
4866,Saquon Barkley,RB,19.1,241.29375,244.7,2026-09-02,272.51807747000004,2026-09-03,264.8,2026-09-01,258.609038735,2,2026,omnibeta,2026-09-02,
8137,George Pickens,WR,20.8,229.18124999999998,243.70000000000002,2026-09-02,238.62703767800002,2026-09-03,251.91000000000003,2026-09-01,241.16351883900003,2,2026,omnibeta,2026-09-02,
3198,Derrick Henry,RB,16.9,237.14999999999998,244.9,2026-09-02,276.958427884,2026-09-03,274.52000000000004,2026-09-01,260.929213942,2,2026,omnibeta,2026-09-02,
10229,Rashee Rice,WR,15.3,226.84375,227.3,2026-09-02,258.386392426,2026-09-03,267.80999999999995,2026-09-01,242.843196213,2,2026,omnibeta,2026-09-02,
12507,Omarion Hampton,RB,22.8,235.02499999999998,242.9,2026-09-02,261.098223404,2026-09-03,254.10000000000002,2026-09-01,251.999111702,2,2026,omnibeta,2026-09-02,
8150,Kyren Williams,RB,31.7,231.73125,208.0,2026-09-02,231.509738816,2026-09-03,235.17000000000002,2026-09-01,219.75486940800002,2,2026,omnibeta,2026-09-02,
12527,Ashton Jeanty,RB,19.0,228.64999999999998,233.9,2026-09-02,277.7810027,2026-09-03,259.83000000000004,2026-09-01,255.84050134999998,2,2026,omnibeta,2026-09-02,
7588,Javonte Williams,RB,37.1,227.48125,212.0,2026-09-02,258.47104606600004,2026-09-03,240.76,2026-09-01,235.23552303300002,2,2026,omnibeta,2026-09-02,
11632,Malik Nabers,WR,27.0,216.1125,234.7,2026-09-02,243.066856025,2026-09-03,241.09,2026-09-01,238.8834280125,2,2026,omnibeta,2026-09-02,
8146,Garrett Wilson,WR,26.2,214.09375,224.9,2026-09-02,248.93568428000003,2026-09-03,242.58000000000004,2026-09-01,236.91784214,2,2026,omnibeta,2026-09-02,
7525,DeVonta Smith,WR,29.8,213.03125,229.20000000000002,2026-09-02,238.515455944,2026-09-03,236.85,2026-09-01,233.85772797200002,2,2026,omnibeta,2026-09-02,
9997,Zay Flowers,WR,26.5,211.54375,228.20000000000002,2026-09-02,238.04514582400003,2026-09-03,241.74,2026-09-01,233.122572912,2,2026,omnibeta,2026-09-02,
11604,Brock Bowers,TE,35.2,235.13125000000002,251.5,2026-09-02,240.016137221,2026-09-03,248.9,2026-09-01,245.7580686105,2,2026,omnibeta,2026-09-02,
12481,Cam Skattebo,RB,38.9,218.34375,201.2,2026-09-02,226.59222563800006,2026-09-03,234.49,2026-09-01,213.89611281900005,2,2026,omnibeta,2026-09-02,
7543,Travis Etienne Jr.,RB,37.0,216.75,205.7,2026-09-02,245.80107958600001,2026-09-03,236.52000000000004,2026-09-01,225.75053979300003,2,2026,omnibeta,2026-09-02,
13287,Jeremiyah Love,RB,27.1,213.1375,211.8,2026-09-02,275.540626826,2026-09-03,251.93000000000004,2026-09-01,243.670313413,2,2026,omnibeta,2026-09-02,
12526,Tetairoa McMillan,WR,30.9,202.72500000000002,221.0,2026-09-02,235.40288557800002,2026-09-03,233.40999999999997,2026-09-01,228.20144278900003,2,2026,omnibeta,2026-09-02,
