player,sleeper_id,pos,team,bye,proj_pts,vorp,vorp_flex,tier,cliff_flag,pos_rank,value_rank,ecr,adp,adp_delta,proj_source,avail_status,exp_games,rookie_flag,backs_up,starter_exp_games,starter_avail,wopr,tprr,yprr,hv_touches,routes_proxy,upside_flag,upside_why,alpha_used,proj_as_of,n_sources,proj_sd,proj_hi,proj_lo,proj_band,non_starter,contingent_of,backs_up_pos,starter_fragility,starter_fragility_label,yahoo_rank
Jahmyr Gibbs,9221,RB,DET,6,317.5,145.3,145.30823529411765,1,true,1,1,2.48,1.4,0.4,fantasypros_sheet,,15.3,false,,,,0.253,0.215,1.41,26,true,true,RB receiving profile,0.0,2026-09-01,1,0.0,317.5,317.5,17.7,false,,,,"",1.0
Bijan Robinson,9509,RB,ATL,11,299.6,127.4,127.41647058823526,2,true,2,2,4.1,2.1,0.1,fantasypros_sheet,,16.0,false,,,,0.311,0.212,1.69,22,true,true,RB receiving profile,0.0,2026-09-01,1,0.0,299.6,299.6,7.9,false,,,,"",2.0
Christian McCaffrey,4034,RB,SFO,8,278.2,106.0,105.99529411764712,3,false,3,3,9.24,5.9,2.9,fantasypros_sheet,compromised,12.0,false,,,,0.405,0.234,1.68,50,true,true,RB receiving profile,0.0,2026-09-01,1,0.0,278.2,278.2,13.1,false,,,,"",6.0
Puka Nacua,9493,WR,LAR,11,264.2,100.3,92.00941176470587,1,false,1,4,3.19,5.0,1.0,fantasypros_sheet,compromised,13.7,false,,,,0.675,0.386,3.99,11,true,false,,0.0,2026-09-01,1,0.0,264.2,264.2,2.5,false,,,,"",4.0
Jonathan Taylor,6813,RB,IND,13,272.1,99.9,99.89647058823533,3,true,4,5,11.93,6.5,1.5,fantasypros_sheet,,12.7,false,,,,0.157,0.104,0.72,42,true,false,,0.0,2026-09-01,1,0.0,272.1,272.1,22.7,false,,,,"",5.0
Ja'Marr Chase,7564,WR,CIN,6,258.9,95.0,86.72941176470584,2,false,2,6,1.55,3.5,-2.5,fantasypros_sheet,compromised,15.3,false,,,,0.737,0.285,2.17,8,true,false,,0.0,2026-09-01,1,0.0,258.9,258.9,8.3,false,,,,"",3.0
Jaxon Smith-Njigba,9488,WR,SEA,11,254.8,90.9,82.5788235294118,2,true,3,7,4.67,7.2,0.2,fantasypros_sheet,,16.0,false,,,,0.904,0.377,4.15,7,true,false,,0.0,2026-09-01,1,0.0,254.8,254.8,16.1,false,,,,"",8.0
Amon-Ra St. Brown,7547,WR,DET,6,245.8,81.9,73.63764705882352,3,true,4,8,5.42,8.0,0.0,fantasypros_sheet,,15.7,false,,,,0.746,0.309,2.51,21,true,false,,0.0,2026-09-01,1,0.0,245.8,245.8,6.3,false,,,,"",7.0
Derrick Henry,3198,RB,BAL,13,249.9,77.7,77.67529411764713,4,false,5,9,37.72,17.4,8.4,fantasypros_sheet,,16.0,false,,,,0.075,0.072,0.51,40,true,false,,0.0,2026-09-01,1,0.0,249.9,249.9,19.4,false,,,,"",17.0
De'Von Achane,9226,RB,MIA,6,244.7,72.5,72.53647058823526,4,false,6,10,20.99,15.4,5.4,fantasypros_sheet,,13.7,false,,,,0.289,0.216,1.24,16,true,true,RB receiving profile,0.0,2026-09-01,1,0.0,244.7,244.7,27.8,false,,,,"",15.0
James Cook III,8138,RB,BUF,7,239.0,66.8,66.83294117647057,4,false,7,11,15.97,9.6,-1.4,fantasypros_sheet,,15.7,false,,,,0.127,0.112,0.82,27,true,false,,0.0,2026-09-01,1,0.0,239.0,239.0,10.6,false,,,,"",9.0
Josh Allen,4984,QB,BUF,7,348.9,65.2,65.20658823529419,1,false,1,12,25.84,20.1,8.1,fantasypros_sheet,,15.3,false,,,,0.0,0.0,0.0,22,true,false,,0.0,2026-09-01,1,0.0,348.9,348.9,19.0,false,,,,"",32.0
Trey McBride,8130,TE,ARI,14,189.8,62.4,17.665882352941168,1,false,1,13,21.0,26.7,13.7,fantasypros_sheet,,15.7,false,,,,0.59,0.235,1.72,12,true,false,,0.0,2026-09-01,1,0.0,189.8,189.8,13.0,false,,,,"",31.0
Brock Bowers,11604,TE,LVR,13,187.7,60.3,15.49176470588236,1,true,2,14,19.03,21.2,7.2,fantasypros_sheet,,13.5,false,,,,0.526,0.223,1.76,10,true,false,,0.0,2026-09-01,1,0.0,187.7,187.7,14.2,false,,,,"",19.0
Chase Brown,9224,RB,CIN,6,232.0,59.8,59.77411764705883,4,false,8,15,17.86,16.0,1.0,fantasypros_sheet,,13.3,false,,,,0.224,0.181,0.9,26,true,true,RB receiving profile,0.0,2026-09-01,1,0.0,232.0,232.0,19.1,false,,,,"",14.0
Saquon Barkley,4866,RB,PHI,10,229.4,57.2,57.232941176470575,4,false,9,16,24.35,11.5,-4.5,fantasypros_sheet,,14.3,false,,,,0.176,0.112,0.61,29,true,false,,0.0,2026-09-01,1,0.0,229.4,229.4,13.5,false,,,,"",10.0
Kenneth Walker III,8151,RB,KCC,5,222.6,50.4,50.3905882352941,4,false,10,17,26.05,15.8,-1.2,fantasypros_sheet,compromised,13.3,false,,,,0.109,0.139,1.09,11,true,false,,0.0,2026-09-01,1,0.0,222.6,222.6,12.7,false,,,,"",12.0
CeeDee Lamb,6786,WR,DAL,14,210.6,46.7,38.38117647058823,4,false,5,18,9.0,10.9,-7.1,fantasypros_sheet,,14.0,false,,,,0.611,0.258,2.37,7,true,false,,0.0,2026-09-01,1,0.0,210.6,210.6,18.6,false,,,,"",11.0
Jeremiyah Love,13287,RB,ARI,14,218.4,46.2,46.199397647058845,4,false,11,19,41.44,30.0,11.0,fantasypros_sheet,compromised,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-01,1,0.0,218.4,218.4,17.6,false,,,,"",28.0
Ashton Jeanty,12527,RB,LVR,13,218.0,45.8,45.778823529411795,4,false,12,20,26.37,16.9,-3.1,fantasypros_sheet,compromised,16.0,false,,,,0.181,0.149,0.7,20,true,false,,0.0,2026-09-01,1,0.0,218.0,218.0,29.2,false,,,,"",21.0
Drake London,8112,WR,ATL,11,209.4,45.5,37.2235294117647,4,false,6,21,12.91,19.8,-1.2,fantasypros_sheet,,14.0,false,,,,0.727,0.279,2.29,9,true,false,,0.0,2026-09-01,1,0.0,209.4,209.4,11.1,false,,,,"",20.0
Justin Jefferson,6794,WR,MIN,6,208.2,44.3,36.047058823529426,4,false,7,22,9.36,13.2,-8.8,fantasypros_sheet,,13.7,false,,,,0.741,0.246,1.83,11,true,false,,0.0,2026-09-01,1,0.0,208.2,208.2,12.5,false,,,,"",13.0
Omarion Hampton,12507,RB,LAC,7,215.7,43.5,43.49176470588236,4,false,13,23,25.57,18.5,-4.5,fantasypros_sheet,,12.0,false,,,,0.156,0.145,0.79,16,true,false,,0.0,2026-09-01,1,0.0,215.7,215.7,15.8,false,,,,"",16.0
Rashee Rice,10229,WR,KCC,5,206.6,42.8,34.46588235294121,4,false,8,24,24.68,35.4,11.4,fantasypros_sheet,,12.0,false,,,,0.531,0.286,2.09,18,true,false,,0.0,2026-09-01,1,0.0,206.6,206.6,24.4,false,,,,"",36.0
Javonte Williams,7588,RB,DAL,14,210.8,38.6,38.60705882352937,4,false,14,25,44.62,34.4,9.4,fantasypros_sheet,,15.3,false,,,,0.119,0.107,0.29,33,true,false,,0.0,2026-09-01,1,0.0,210.8,210.8,13.4,false,,,,"",34.0
Chris Olave,8144,WR,NOS,8,201.4,37.5,29.214117647058828,5,false,9,26,17.99,32.0,6.0,fantasypros_sheet,,12.3,false,,,,0.725,0.279,2.08,4,true,false,,0.0,2026-09-01,1,0.0,201.4,201.4,13.3,false,,,,"",25.0
Breece Hall,8155,RB,NYJ,13,208.9,36.7,36.72470588235288,4,false,15,27,39.93,34.9,7.9,fantasypros_sheet,compromised,15.3,false,,,,0.154,0.123,0.9,13,true,false,,0.0,2026-09-01,1,0.0,208.9,208.9,18.9,false,,,,"",30.0
A.J. Brown,5859,WR,NEP,11,200.3,36.4,28.103529411764725,5,false,10,28,14.25,24.2,-3.8,fantasypros_sheet,,14.0,false,,,,0.678,0.248,2.06,5,true,false,,0.0,2026-09-01,1,0.0,200.3,200.3,12.7,false,,,,"",23.0
Colston Loveland,12517,TE,CHI,10,162.1,34.7,-10.032941176470587,2,false,3,29,37.44,39.5,10.5,fantasypros_sheet,,15.0,false,,,,0.363,0.199,1.73,8,true,false,,0.0,2026-09-01,1,0.0,162.1,162.1,14.3,false,,,,"",37.0
George Pickens,8137,WR,DAL,14,198.4,34.5,26.18352941176471,5,false,11,30,20.43,22.5,-7.5,fantasypros_sheet,,15.0,false,,,,0.563,0.228,2.38,11,true,false,,0.0,2026-09-01,1,0.0,198.4,198.4,22.3,false,,CeeDee Lamb,0.32,low,22.0
Kyren Williams,8150,RB,LAR,11,205.6,33.4,33.3929411764706,4,false,16,31,41.52,28.3,-2.7,fantasypros_sheet,,14.0,false,,,,0.136,0.11,0.62,33,true,false,,0.0,2026-09-01,1,0.0,205.6,205.6,12.5,false,,,,"",27.0
Nico Collins,7569,WR,HOU,8,197.2,33.3,24.99764705882353,5,true,12,32,16.0,22.0,-10.0,fantasypros_sheet,,13.0,false,,,,0.609,0.257,2.39,11,true,false,,0.0,2026-09-01,1,0.0,197.2,197.2,12.0,false,,,,"",18.0
Travis Etienne Jr.,7543,RB,NOS,8,201.2,29.1,29.063529411764677,4,false,17,33,47.64,42.6,9.6,fantasypros_sheet,,15.3,false,,,,0.135,0.125,0.7,32,true,false,,0.0,2026-09-01,1,0.0,201.2,201.2,18.7,false,,,,"",41.0
Cam Skattebo,12481,RB,NYG,8,200.0,27.9,27.85882352941175,4,false,18,34,57.42,42.6,8.6,fantasypros_sheet,,12.0,false,,,,0.189,0.187,1.21,14,true,true,RB receiving profile,0.0,2026-09-01,1,0.0,200.0,200.0,19.2,false,,,,"",46.0
Zay Flowers,9997,WR,BAL,13,189.3,25.4,17.12941176470585,6,false,13,35,30.3,35.7,0.7,fantasypros_sheet,compromised,15.7,false,,,,0.701,0.255,2.62,6,true,false,,0.0,2026-09-01,1,0.0,189.3,189.3,12.2,false,,,,"",33.0
Malik Nabers,11632,WR,NYG,8,188.3,24.4,16.094117647058795,6,false,14,36,24.54,31.0,-5.0,fantasypros_sheet,compromised,12.0,false,,,,0.713,0.279,2.16,3,true,false,,0.0,2026-09-01,1,0.0,188.3,188.3,15.9,false,,,,"",24.0
Tyler Warren,12518,TE,IND,13,150.2,22.8,-21.938823529411764,2,false,4,37,53.13,47.3,10.3,fantasypros_sheet,,16.0,false,,,,0.425,0.208,1.52,17,true,false,,0.0,2026-09-01,1,0.0,150.2,150.2,7.4,false,,,,"",48.0
Lamar Jackson,4881,QB,BAL,13,305.4,21.7,21.684705882353,2,false,2,38,32.06,38.2,0.2,fantasypros_sheet,,14.3,false,,,,0.0,0.0,0.0,5,true,false,,0.0,2026-09-01,1,0.0,305.4,305.4,24.4,false,,,,"",50.0
D'Andre Swift,6790,RB,CHI,10,192.9,20.8,20.752941176470557,4,false,19,39,54.7,46.3,7.3,fantasypros_sheet,,15.3,false,,,,0.135,0.132,0.82,24,true,false,,0.0,2026-09-01,1,0.0,192.9,192.9,13.9,false,,,,"",42.0
Harold Fannin Jr.,12506,TE,CLE,11,148.1,20.7,-24.103529411764697,2,false,5,40,73.44,70.9,30.9,fantasypros_sheet,,15.0,false,,,,0.458,0.218,1.49,5,true,false,,0.0,2026-09-01,1,0.0,148.1,148.1,18.6,false,,,,"",77.0
Jayden Daniels,11566,QB,WAS,7,303.5,19.7,19.736470588235306,2,false,3,41,53.22,54.4,13.4,fantasypros_sheet,,12.0,false,,,,0.0,0.0,0.0,3,true,false,,0.0,2026-09-01,1,0.0,303.5,303.5,20.9,false,,,,"",65.0
Garrett Wilson,8146,WR,NYJ,13,182.9,19.1,10.767058823529425,7,false,15,42,29.62,49.1,7.1,fantasypros_sheet,,12.7,false,,,,0.925,0.254,1.7,2,true,false,,0.0,2026-09-01,1,0.0,182.9,182.9,20.5,false,,,,"",38.0
Drake Maye,11564,QB,NEP,11,301.8,18.1,18.07811764705889,2,false,4,43,37.67,47.2,4.2,fantasypros_sheet,,13.5,false,,,,0.001,0.002,0.0,15,true,false,,0.0,2026-09-01,1,0.0,301.8,301.8,13.2,false,,,,"",61.0
Houston Texans,HOU,DEF,HOU,8,135.0,18.0,18.0,1,false,1,44,152.91,97.6,53.6,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",155.0
Jalen Hurts,6904,QB,PHI,10,301.7,18.0,17.991529411764645,2,false,5,45,56.5,56.4,11.4,fantasypros_sheet,,15.0,false,,,,0.0,0.0,0.0,15,true,false,,0.0,2026-09-01,1,0.0,301.7,301.7,16.8,false,,,,"",66.0
DeVonta Smith,7525,WR,PHI,10,181.6,17.7,9.42117647058825,7,false,16,46,24.04,29.6,-16.4,fantasypros_sheet,,14.3,false,,,,0.594,0.22,1.96,4,true,false,,0.0,2026-09-01,1,0.0,181.6,181.6,3.3,false,,,,"",26.0
Tetairoa McMillan,12526,WR,CAR,5,181.5,17.6,9.336470588235272,7,false,17,47,35.61,41.8,-5.2,fantasypros_sheet,,16.0,false,,,,0.708,0.225,1.87,6,true,false,,0.0,2026-09-01,1,0.0,181.5,181.5,9.9,false,,,,"",39.0
Emeka Egbuka,12514,WR,TBB,10,180.2,16.3,7.981176470588252,7,false,18,48,40.83,45.2,-2.8,fantasypros_sheet,compromised,16.0,false,,,,0.601,0.237,1.75,6,true,false,,0.0,2026-09-01,1,0.0,180.2,180.2,8.2,false,,,,"",43.0
Denver Broncos,DEN,DEF,DEN,10,133.0,16.0,16.0,1,false,2,49,163.88,93.7,44.7,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",175.0
Quinshon Judkins,12512,RB,CLE,11,188.1,15.9,15.8870588235294,4,false,20,50,62.03,54.3,4.3,fantasypros_sheet,,13.0,false,,,,0.119,0.128,0.61,19,true,false,,0.0,2026-09-01,1,0.0,188.1,188.1,22.8,false,,,,"",58.0
Bucky Irving,11584,RB,TBB,10,187.8,15.7,15.651764705882357,4,false,21,51,58.68,55.4,4.4,fantasypros_sheet,,12.5,false,,,,0.146,0.137,1.09,7,true,false,,0.0,2026-09-01,1,0.0,187.8,187.8,11.5,false,,,,"",51.0
George Kittle,4217,TE,SFO,8,142.6,15.2,-29.609411764705897,2,false,6,52,98.93,83.6,31.6,fantasypros_sheet,compromised,13.0,false,,,,0.451,0.211,1.92,5,true,false,,0.0,2026-09-01,1,0.0,142.6,142.6,20.6,false,,,,"",88.0
Seattle Seahawks,SEA,DEF,SEA,11,131.0,14.0,14.0,1,false,3,53,167.85,80.1,27.1,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",176.0
Brandon Aubrey,11533,K,DAL,14,150.0,13.5,13.5,1,false,1,54,185.31,85.7,31.7,kdef_synthetic,,12.0,false,,,,0.0,,,0,true,false,,0.0,,0,,,,,false,,,,"",168.0
Kyle Pitts Sr.,7553,TE,ATL,11,140.5,13.1,-31.642352941176455,2,false,7,55,78.91,72.2,17.2,fantasypros_sheet,,16.0,false,,,,0.492,0.217,1.71,7,true,false,,0.0,2026-09-01,1,0.0,140.5,140.5,9.1,false,,,,"",79.0
Sam LaPorta,10859,TE,DET,6,140.4,13.0,-31.736470588235306,2,false,8,56,85.85,63.1,7.1,fantasypros_sheet,compromised,13.0,false,,,,0.399,0.16,1.59,3,true,false,,0.0,2026-09-01,1,0.0,140.4,140.4,12.3,false,,,,"",70.0
Davante Adams,2133,WR,LAR,11,176.7,12.8,4.545882352941163,7,false,19,57,50.13,56.5,-0.5,fantasypros_sheet,,14.0,false,,,,0.627,0.304,2.1,23,true,false,,0.0,2026-09-01,1,0.0,176.7,176.7,8.4,false,,Puka Nacua,0.33,low,56.0
Ka'imi Fairbairn,3451,K,HOU,8,148.5,12.0,12.0,1,false,2,58,191.8,117.4,59.4,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",181.0
Los Angeles Rams,LAR,DEF,LAR,11,129.0,12.0,12.0,1,false,4,59,167.92,111.0,52.0,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",169.0
Tee Higgins,6801,WR,CIN,6,175.2,11.3,3.0023529411764684,7,false,20,60,36.89,33.4,-26.6,fantasypros_sheet,,12.0,false,,,,0.505,0.193,1.67,8,true,false,,0.0,2026-09-01,1,0.0,175.2,175.2,13.9,false,,Ja'Marr Chase,0.32,low,29.0
Jadarian Price,13286,RB,SEA,11,183.3,11.1,11.142079999999964,4,false,22,61,73.22,65.3,4.3,fantasypros_sheet,,16.0,true,,,,,,,,,true,rookie w/ market-backed capital,0.0,2026-09-01,1,0.0,183.3,183.3,12.6,false,,,,"",59.0
Bhayshul Tuten,12490,RB,JAC,7,183.2,11.0,11.011764705882342,4,false,23,62,67.19,62.6,0.6,fantasypros_sheet,,14.0,false,,,,0.046,0.108,0.61,10,true,false,,0.0,2026-09-01,1,0.0,183.2,183.2,33.8,false,,,,"",54.0
Dallas Goedert,5022,TE,PHI,10,138.3,10.9,-33.863529411764716,2,false,9,63,117.24,105.4,42.4,fantasypros_sheet,,12.0,false,,,,0.418,0.18,1.3,9,true,false,,0.0,2026-09-01,1,0.0,138.3,138.3,18.8,false,,,,"",119.0
Cameron Dicker,8259,K,LAC,7,147.0,10.5,10.5,1,false,3,64,194.59,121.9,57.9,kdef_synthetic,,16.0,false,,,,,,,,,false,,0.0,,0,,,,,false,,,,"",187.0
