sleeper_id,name,pos,adp,usage,curve,blend,lines,actual,games_actual,pair,blend_gt,lines_gt
6813,Jonathan Taylor,RB,14.2,249.03783862944914,236.9831655819704,244.8187030628316,285.685,339.3,17,2024->2025,248.00535052002184,289.4035777369867
8144,Chris Olave,WR,74.6,127.06373121379706,157.39173449455112,151.32613383840032,185.81000000000003,219.0,16,2024->2025,157.70952761089947,193.64802748925504
4881,Lamar Jackson,QB,20.7,372.5918537141671,360.00923568820264,368.18793740507954,385.64500000000004,221.85999999999999,13,2024->2025,390.82111855626806,409.35129849137934
9500,Josh Downs,WR,94.2,161.3883393944359,149.51172505909952,151.88704792616682,148.17200000000003,109.4,16,2024->2025,146.6943956363897,143.10635624968583
4663,Austin Ekeler,RB,89.2,159.93826046596445,169.86713796630195,165.89558696616697,183.685,10.6,2,2024->2025,161.44111328188558,178.75286157690803
2216,Mike Evans,WR,30.5,215.31948406062838,187.60435112346624,193.1473777108987,219.572,69.80000000000001,8,2024->2025,200.691332416978,228.14804820916905
12529,TreVeyon Henderson,RB,47.6,,192.80532325391314,192.80532325391314,212.17700000000002,188.70000000000002,17,2024->2025,188.57152538384724,207.5178209093172
11584,Bucky Irving,RB,19.7,197.4169647654805,225.026398880657,213.98262523458638,289.034,123.5,10,2024->2025,216.76789931722737,292.79616951408786
3294,Dak Prescott,QB,83.9,245.71777240751538,276.21378161515383,259.44097655095266,305.1772,323.78,17,2024->2025,272.0344443170996,319.9907397972039
7594,Chuba Hubbard,RB,37.8,232.41704296460787,201.22473076876236,221.49973369606195,231.608,110.4,15,2024->2025,216.63583738388624,226.52213701374387
12530,Travis Hunter,WR,70.8,,159.15776389984225,159.15776389984225,133.535,49.800000000000004,7,2024->2025,165.8715195027448,139.16790996597422
9224,Chase Brown,RB,20.8,236.39022120168082,223.04194728219696,231.71832532986147,280.857,248.10000000000002,17,2024->2025,234.7344536033916,284.51273476898285
3321,Tyreek Hill,WR,29.5,175.8381034729705,188.7304299683519,186.15196466927563,222.751,43.0,4,2024->2025,193.42269237242192,231.4512136640401
