game_id,season,week,team,opp,points,implied,spread,qb_rush,rush_in5,rush_far,pass_ez,pass_rz,pass_far,dst_other,tds,off_tds,dst
2025_01_ARI_NO,2025,1,ARI,NO,20.0,25.25,6.0,0,0,0,1,1,0,0,2,2,0
2025_01_ARI_NO,2025,1,NO,ARI,13.0,19.25,-6.0,0,0,1,0,0,0,0,1,1,0
2025_01_BAL_BUF,2025,1,BAL,BUF,40.0,26.0,1.5,1,0,2,0,0,2,0,5,5,0
2025_01_BAL_BUF,2025,1,BUF,BAL,41.0,24.5,-1.5,2,1,0,2,0,0,0,5,5,0
2025_01_CAR_JAX,2025,1,CAR,JAX,10.0,20.5,-4.5,0,0,0,0,0,1,0,1,1,0
2025_01_CAR_JAX,2025,1,JAX,CAR,26.0,25.0,4.5,0,0,1,1,0,0,0,2,2,0
2025_01_CIN_CLE,2025,1,CIN,CLE,17.0,26.5,5.5,0,1,0,1,0,0,0,2,2,0
2025_01_CIN_CLE,2025,1,CLE,CIN,16.0,21.0,-5.5,0,1,0,1,0,0,0,2,2,0
2025_01_DAL_PHI,2025,1,DAL,PHI,20.0,19.5,-8.5,0,2,0,0,0,0,0,2,2,0
2025_01_DAL_PHI,2025,1,PHI,DAL,24.0,28.0,8.5,2,0,1,0,0,0,0,3,3,0
2025_01_DET_GB,2025,1,DET,GB,13.0,23.5,-1.5,0,0,0,1,0,0,0,1,1,0
2025_01_DET_GB,2025,1,GB,DET,27.0,25.0,1.5,0,1,0,2,0,0,0,3,3,0
2025_01_HOU_LA,2025,1,HOU,LA,9.0,20.0,-3.5,0,0,0,0,0,0,0,0,0,0
2025_01_HOU_LA,2025,1,LA,HOU,14.0,23.5,3.5,0,1,0,1,0,0,0,2,2,0
2025_01_KC_LAC,2025,1,KC,LAC,21.0,25.25,3.0,1,0,0,0,0,1,0,2,2,0
2025_01_KC_LAC,2025,1,LAC,KC,27.0,22.25,-3.0,0,0,0,2,0,1,0,3,3,0
2025_01_LV_NE,2025,1,LV,NE,20.0,21.0,-2.5,0,1,0,0,0,1,0,2,2,0
2025_01_LV_NE,2025,1,NE,LV,13.0,23.5,2.5,0,0,0,1,0,0,0,1,1,0
2025_01_MIA_IND,2025,1,IND,MIA,33.0,24.5,1.5,2,0,0,0,0,1,0,3,3,0
2025_01_MIA_IND,2025,1,MIA,IND,8.0,23.0,-1.5,0,0,0,0,1,0,0,1,1,0
2025_01_MIN_CHI,2025,1,CHI,MIN,24.0,21.0,-1.5,1,0,0,1,0,0,1,3,2,1
2025_01_MIN_CHI,2025,1,MIN,CHI,27.0,22.5,1.5,1,0,0,1,0,1,0,3,3,0
2025_01_NYG_WAS,2025,1,NYG,WAS,6.0,19.75,-6.0,0,0,0,0,0,0,0,0,0,0
2025_01_NYG_WAS,2025,1,WAS,NYG,21.0,25.75,6.0,0,0,2,0,1,0,0,3,3,0
2025_01_PIT_NYJ,2025,1,NYJ,PIT,32.0,17.25,-3.0,2,0,1,0,0,1,0,4,4,0
2025_01_PIT_NYJ,2025,1,PIT,NYJ,34.0,20.25,3.0,0,0,0,1,2,1,0,4,4,0
2025_01_SF_SEA,2025,1,SEA,SF,13.0,20.5,-2.5,0,1,0,0,0,0,0,1,1,0
2025_01_SF_SEA,2025,1,SF,SEA,17.0,23.0,2.5,0,0,0,1,1,0,0,2,2,0
2025_01_TB_ATL,2025,1,ATL,TB,20.0,23.0,-1.5,1,0,0,0,0,1,0,2,2,0
2025_01_TB_ATL,2025,1,TB,ATL,23.0,24.5,1.5,0,0,0,0,1,2,0,3,3,0
2025_01_TEN_DEN,2025,1,DEN,TEN,20.0,25.5,8.5,0,0,1,0,0,1,0,2,2,0
2025_01_TEN_DEN,2025,1,TEN,DEN,12.0,17.0,-8.5,0,0,0,0,0,0,0,0,0,0
2025_02_ATL_MIN,2025,2,ATL,MIN,22.0,20.5,-3.5,0,1,0,0,0,0,0,1,1,0
2025_02_ATL_MIN,2025,2,MIN,ATL,6.0,24.0,3.5,0,0,0,0,0,0,0,0,0,0
2025_02_BUF_NYJ,2025,2,BUF,NYJ,30.0,26.75,6.0,0,2,1,0,0,0,0,3,3,0
2025_02_BUF_NYJ,2025,2,NYJ,BUF,10.0,20.75,-6.0,0,0,0,1,0,0,0,1,1,0
2025_02_CAR_ARI,2025,2,ARI,CAR,27.0,26.25,7.0,0,1,0,1,0,0,1,3,2,1
2025_02_CAR_ARI,2025,2,CAR,ARI,22.0,19.25,-7.0,0,0,0,2,1,0,0,3,3,0
2025_02_CHI_DET,2025,2,CHI,DET,21.0,20.25,-6.0,0,1,0,1,0,1,0,3,3,0
2025_02_CHI_DET,2025,2,DET,CHI,52.0,26.25,6.0,0,1,1,2,2,1,0,7,7,0
2025_02_CLE_BAL,2025,2,BAL,CLE,41.0,29.5,12.5,0,0,0,2,0,2,1,5,4,1
2025_02_CLE_BAL,2025,2,CLE,BAL,17.0,17.0,-12.5,0,0,0,2,0,0,0,2,2,0
2025_02_DEN_IND,2025,2,DEN,IND,28.0,23.0,2.5,0,1,0,1,1,1,0,4,4,0
2025_02_DEN_IND,2025,2,IND,DEN,29.0,20.5,-2.5,1,0,0,0,1,0,0,2,2,0
2025_02_JAX_CIN,2025,2,CIN,JAX,31.0,26.5,3.5,1,0,0,2,0,1,0,4,4,0
2025_02_JAX_CIN,2025,2,JAX,CIN,27.0,23.0,-3.5,0,0,0,1,2,0,0,3,3,0
2025_02_LAC_LV,2025,2,LAC,LV,20.0,25.0,3.5,0,0,0,1,0,1,0,2,2,0
2025_02_LAC_LV,2025,2,LV,LAC,9.0,21.5,-3.5,0,0,0,0,0,0,0,0,0,0
2025_02_LA_TEN,2025,2,LA,TEN,33.0,23.5,5.5,0,1,1,1,1,0,0,4,4,0
2025_02_LA_TEN,2025,2,TEN,LA,19.0,18.0,-5.5,0,0,0,1,0,0,0,1,1,0
2025_02_NE_MIA,2025,2,MIA,NE,27.0,22.5,1.5,0,0,0,1,0,1,1,3,2,1
2025_02_NE_MIA,2025,2,NE,MIA,33.0,21.0,-1.5,1,0,0,2,0,0,1,4,3,1
2025_02_NYG_DAL,2025,2,DAL,NYG,40.0,24.5,4.5,0,1,1,2,0,0,0,4,4,0
2025_02_NYG_DAL,2025,2,NYG,DAL,37.0,20.0,-4.5,0,1,0,0,0,3,0,4,4,0
2025_02_PHI_KC,2025,2,KC,PHI,17.0,22.5,-1.5,1,0,0,0,0,1,0,2,2,0
2025_02_PHI_KC,2025,2,PHI,KC,20.0,24.0,1.5,1,0,1,0,0,0,0,2,2,0
2025_02_SEA_PIT,2025,2,PIT,SEA,17.0,22.0,3.5,0,0,0,1,0,0,0,1,1,0
2025_02_SEA_PIT,2025,2,SEA,PIT,31.0,18.5,-3.5,0,0,1,0,1,1,1,4,3,1
2025_02_SF_NO,2025,2,NO,SF,21.0,18.75,-3.0,0,0,0,2,1,0,0,3,3,0
2025_02_SF_NO,2025,2,SF,NO,26.0,21.75,3.0,0,0,0,1,1,1,0,3,3,0
2025_02_TB_HOU,2025,2,HOU,TB,19.0,22.5,2.5,0,0,1,0,0,1,0,2,2,0
2025_02_TB_HOU,2025,2,TB,HOU,20.0,20.0,-2.5,0,1,0,1,1,0,0,3,3,0
2025_02_WAS_GB,2025,2,GB,WAS,27.0,26.0,3.5,0,1,0,2,0,0,0,3,3,0
2025_02_WAS_GB,2025,2,WAS,GB,18.0,22.5,-3.5,0,0,0,0,2,0,0,2,2,0
2025_03_ARI_SF,2025,3,ARI,SF,15.0,21.5,-1.5,0,0,0,1,0,0,0,1,1,0
2025_03_ARI_SF,2025,3,SF,ARI,16.0,23.0,1.5,0,0,0,1,0,0,0,1,1,0
2025_03_ATL_CAR,2025,3,ATL,CAR,0.0,25.0,5.5,0,0,0,0,0,0,0,0,0,0
2025_03_ATL_CAR,2025,3,CAR,ATL,30.0,19.5,-5.5,1,1,0,0,0,0,1,3,2,1
2025_03_CIN_MIN,2025,3,CIN,MIN,10.0,19.25,-3.0,0,0,0,0,1,0,0,1,1,0
2025_03_CIN_MIN,2025,3,MIN,CIN,48.0,22.25,3.0,0,2,0,1,1,0,2,6,4,2
2025_03_DAL_CHI,2025,3,CHI,DAL,31.0,24.0,-1.5,0,0,0,2,0,2,0,4,4,0
2025_03_DAL_CHI,2025,3,DAL,CHI,14.0,25.5,1.5,0,0,0,1,0,0,0,1,1,0
2025_03_DEN_LAC,2025,3,DEN,LAC,20.0,21.5,-2.5,0,0,1,0,0,1,0,2,2,0
2025_03_DEN_LAC,2025,3,LAC,DEN,23.0,24.0,2.5,0,1,0,1,0,0,0,2,2,0
2025_03_DET_BAL,2025,3,BAL,DET,30.0,29.0,4.5,0,0,1,2,0,1,0,4,4,0
2025_03_DET_BAL,2025,3,DET,BAL,38.0,24.5,-4.5,0,3,1,1,0,0,0,5,5,0
2025_03_GB_CLE,2025,3,CLE,GB,13.0,16.5,-8.5,0,1,0,0,0,0,0,1,1,0
2025_03_GB_CLE,2025,3,GB,CLE,10.0,25.0,8.5,0,0,0,1,0,0,0,1,1,0
2025_03_HOU_JAX,2025,3,HOU,JAX,10.0,21.0,-1.5,0,0,0,0,0,1,0,1,1,0
2025_03_HOU_JAX,2025,3,JAX,HOU,17.0,22.5,1.5,0,1,1,0,0,0,0,2,2,0
2025_03_IND_TEN,2025,3,IND,TEN,41.0,24.75,6.0,0,2,1,0,1,0,1,5,4,1
2025_03_IND_TEN,2025,3,TEN,IND,20.0,18.75,-6.0,0,1,0,1,0,0,0,2,2,0
2025_03_KC_NYG,2025,3,KC,NYG,22.0,25.25,6.0,0,1,0,1,0,0,0,2,2,0
2025_03_KC_NYG,2025,3,NYG,KC,9.0,19.25,-6.0,0,0,1,0,0,0,0,1,1,0
2025_03_LA_PHI,2025,3,LA,PHI,26.0,21.0,-3.5,0,0,0,0,1,1,0,2,2,0
2025_03_LA_PHI,2025,3,PHI,LA,33.0,24.5,3.5,1,0,0,2,0,1,1,5,4,1
2025_03_LV_WAS,2025,3,LV,WAS,24.0,20.5,-2.5,0,0,0,1,1,1,0,3,3,0
2025_03_LV_WAS,2025,3,WAS,LV,41.0,23.0,2.5,1,1,1,0,0,1,1,5,4,1
2025_03_MIA_BUF,2025,3,BUF,MIA,31.0,31.5,12.5,0,1,0,1,2,0,0,4,4,0
2025_03_MIA_BUF,2025,3,MIA,BUF,21.0,19.0,-12.5,0,1,0,2,0,0,0,3,3,0
2025_03_NO_SEA,2025,3,NO,SEA,13.0,17.0,-7.5,0,0,0,1,0,0,0,1,1,0
2025_03_NO_SEA,2025,3,SEA,NO,44.0,24.5,7.5,0,2,0,1,1,0,1,5,4,1
2025_03_NYJ_TB,2025,3,NYJ,TB,27.0,18.5,-6.5,0,0,0,1,1,0,1,3,2,1
2025_03_NYJ_TB,2025,3,TB,NYJ,29.0,25.0,6.5,0,0,0,1,0,0,1,2,1,1
2025_03_PIT_NE,2025,3,NE,PIT,14.0,21.5,-1.5,0,0,0,1,1,0,0,2,2,0
2025_03_PIT_NE,2025,3,PIT,NE,21.0,23.0,1.5,0,1,0,2,0,0,0,3,3,0
2025_04_BAL_KC,2025,4,BAL,KC,20.0,25.5,2.5,0,0,1,0,1,0,0,2,2,0
2025_04_BAL_KC,2025,4,KC,BAL,37.0,23.0,-2.5,0,0,0,3,1,0,0,4,4,0
2025_04_CAR_NE,2025,4,CAR,NE,13.0,18.5,-5.5,0,0,0,2,0,0,0,2,2,0
2025_04_CAR_NE,2025,4,NE,CAR,42.0,24.0,5.5,1,2,0,1,0,1,1,6,5,1
2025_04_CHI_LV,2025,4,CHI,LV,25.0,23.0,-1.5,0,1,0,0,0,1,0,2,2,0
2025_04_CHI_LV,2025,4,LV,CHI,24.0,24.5,1.5,0,0,1,0,2,0,0,3,3,0
2025_04_CIN_DEN,2025,4,CIN,DEN,3.0,18.5,-7.5,0,0,0,0,0,0,0,0,0,0
2025_04_CIN_DEN,2025,4,DEN,CIN,28.0,26.0,7.5,1,0,1,1,1,0,0,4,4,0
2025_04_CLE_DET,2025,4,CLE,DET,10.0,17.25,-10.0,0,1,0,0,0,0,0,1,1,0
2025_04_CLE_DET,2025,4,DET,CLE,34.0,27.25,10.0,0,0,1,0,2,0,1,4,3,1
2025_04_GB_DAL,2025,4,DAL,GB,40.0,20.25,-7.0,1,1,0,2,0,1,0,5,5,0
2025_04_GB_DAL,2025,4,GB,DAL,40.0,27.25,7.0,0,1,1,3,0,0,0,5,5,0
2025_04_IND_LA,2025,4,IND,LA,20.0,23.0,-3.5,0,1,0,1,0,0,0,2,2,0
2025_04_IND_LA,2025,4,LA,IND,27.0,26.5,3.5,0,0,0,1,1,1,0,3,3,0
2025_04_JAX_SF,2025,4,JAX,SF,26.0,21.0,-3.5,0,0,1,1,0,0,1,3,2,1
2025_04_JAX_SF,2025,4,SF,JAX,21.0,24.5,3.5,0,0,0,0,1,1,0,2,2,0
2025_04_LAC_NYG,2025,4,LAC,NYG,18.0,24.75,6.0,0,0,1,0,0,1,0,2,2,0
2025_04_LAC_NYG,2025,4,NYG,LAC,21.0,18.75,-6.0,1,0,0,0,1,0,0,2,2,0
2025_04_MIN_PIT,2025,4,MIN,PIT,21.0,22.0,2.5,0,0,0,1,1,0,0,2,2,0
2025_04_MIN_PIT,2025,4,PIT,MIN,24.0,19.5,-2.5,0,2,0,0,0,1,0,3,3,0
2025_04_NO_BUF,2025,4,BUF,NO,31.0,32.0,15.5,1,1,0,0,0,2,0,4,4,0
2025_04_NO_BUF,2025,4,NO,BUF,19.0,16.5,-15.5,0,0,1,1,0,0,0,2,2,0
2025_04_NYJ_MIA,2025,4,MIA,NYJ,27.0,23.5,2.5,0,0,1,2,0,0,0,3,3,0
2025_04_NYJ_MIA,2025,4,NYJ,MIA,21.0,21.0,-2.5,1,0,0,0,0,1,0,2,2,0
2025_04_PHI_TB,2025,4,PHI,TB,31.0,24.0,3.5,0,0,1,0,2,0,1,4,3,1
2025_04_PHI_TB,2025,4,TB,PHI,25.0,20.5,-3.5,0,0,0,0,0,2,0,2,2,0
2025_04_SEA_ARI,2025,4,ARI,SEA,20.0,21.0,-1.5,0,0,0,1,1,0,0,2,2,0
2025_04_SEA_ARI,2025,4,SEA,ARI,23.0,22.5,1.5,0,1,0,0,1,0,0,2,2,0
2025_04_TEN_HOU,2025,4,HOU,TEN,26.0,23.5,7.5,0,0,1,0,1,1,0,3,3,0
2025_04_TEN_HOU,2025,4,TEN,HOU,0.0,16.0,-7.5,0,0,0,0,0,0,0,0,0,0
2025_04_WAS_ATL,2025,4,ATL,WAS,34.0,23.0,2.5,0,0,2,1,1,0,0,4,4,0
2025_04_WAS_ATL,2025,4,WAS,ATL,27.0,20.5,-2.5,0,0,0,1,0,1,0,2,2,0
2025_05_DAL_NYJ,2025,5,DAL,NYJ,37.0,23.5,-1.5,0,1,0,1,1,2,0,5,5,0
2025_05_DAL_NYJ,2025,5,NYJ,DAL,22.0,25.0,1.5,0,0,0,1,1,0,0,2,2,0
2025_05_DEN_PHI,2025,5,DEN,PHI,21.0,20.5,-3.5,0,1,0,0,1,0,0,2,2,0
2025_05_DEN_PHI,2025,5,PHI,DEN,17.0,24.0,3.5,0,0,0,1,0,1,0,2,2,0
2025_05_DET_CIN,2025,5,CIN,DET,24.0,19.5,-10.5,0,0,0,2,0,1,0,3,3,0
2025_05_DET_CIN,2025,5,DET,CIN,37.0,30.0,10.5,0,0,1,2,2,0,0,5,5,0
2025_05_HOU_BAL,2025,5,BAL,HOU,10.0,19.5,-2.5,0,1,0,0,0,0,0,1,1,0
2025_05_HOU_BAL,2025,5,HOU,BAL,44.0,22.0,2.5,0,0,1,2,2,0,0,5,5,0
2025_05_KC_JAX,2025,5,JAX,KC,31.0,21.0,-3.5,2,0,0,1,0,0,1,4,3,1
2025_05_KC_JAX,2025,5,KC,JAX,28.0,24.5,3.5,1,2,0,0,1,0,0,4,4,0
2025_05_LV_IND,2025,5,IND,LV,40.0,26.75,7.0,0,3,1,1,1,0,0,6,6,0
2025_05_LV_IND,2025,5,LV,IND,6.0,19.75,-7.0,0,0,0,0,0,0,0,0,0,0
2025_05_MIA_CAR,2025,5,CAR,MIA,27.0,21.5,-1.5,0,1,0,1,1,0,0,3,3,0
2025_05_MIA_CAR,2025,5,MIA,CAR,24.0,23.0,1.5,0,0,0,2,0,1,0,3,3,0
2025_05_MIN_CLE,2025,5,CLE,MIN,17.0,16.0,-3.5,0,0,0,2,0,0,0,2,2,0
2025_05_MIN_CLE,2025,5,MIN,CLE,21.0,19.5,3.5,0,1,0,1,0,1,0,3,3,0
2025_05_NE_BUF,2025,5,BUF,NE,20.0,28.5,7.5,0,0,0,1,1,0,0,2,2,0
2025_05_NE_BUF,2025,5,NE,BUF,23.0,21.0,-7.5,0,1,1,0,0,0,0,2,2,0
2025_05_NYG_NO,2025,5,NO,NYG,26.0,21.5,1.5,0,0,0,0,0,1,1,2,1,1
2025_05_NYG_NO,2025,5,NYG,NO,14.0,20.0,-1.5,0,0,0,2,0,0,0,2,2,0
2025_05_SF_LA,2025,5,LA,SF,23.0,26.0,8.5,0,0,0,1,2,0,0,3,3,0
2025_05_SF_LA,2025,5,SF,LA,26.0,17.5,-8.5,0,0,0,2,0,0,0,2,2,0
