season,week,game_id,team,player_id,pos
2025,1,2025_01_CAR_JAX,CAR,00-0040187,TE
2025,1,2025_01_CAR_JAX,CAR,00-0040644,RB
2025,1,2025_01_CAR_JAX,JAX,00-0033246,TE
2025,1,2025_01_CAR_JAX,JAX,00-0033375,WR
2025,1,2025_01_CAR_JAX,JAX,00-0036626,WR
2025,1,2025_01_CAR_JAX,JAX,00-0036971,QB
2025,1,2025_01_CAR_JAX,JAX,00-0036973,RB
2025,1,2025_01_CAR_JAX,JAX,00-0037004,TE
2025,1,2025_01_CAR_JAX,JAX,00-0038555,RB
2025,1,2025_01_CAR_JAX,JAX,00-0038606,WR
2025,1,2025_01_CAR_JAX,JAX,00-0038935,TE
2025,1,2025_01_CAR_JAX,JAX,00-0039893,WR
2025,1,2025_01_CAR_JAX,JAX,00-0040238,RB
2025,1,2025_01_CAR_JAX,JAX,00-0040718,WR
2025,1,2025_01_CAR_JAX,JAX,00-0040719,RB
2025,1,2025_01_CIN_CLE,CIN,00-0034829,TE
2025,1,2025_01_CIN_CLE,CIN,00-0035631,TE
2025,1,2025_01_CIN_CLE,CIN,00-0035644,TE
2025,1,2025_01_CIN_CLE,CIN,00-0036410,WR
2025,1,2025_01_CIN_CLE,CIN,00-0036442,QB
2025,1,2025_01_CIN_CLE,CIN,00-0036900,WR
2025,1,2025_01_CIN_CLE,CIN,00-0038619,WR
2025,1,2025_01_CIN_CLE,CIN,00-0038839,WR
2025,1,2025_01_CIN_CLE,CLE,00-0026158,QB
2025,1,2025_01_CIN_CLE,CLE,00-0033885,TE
2025,1,2025_01_CIN_CLE,CLE,00-0036407,WR
2025,1,2025_01_CIN_CLE,CLE,00-0037267,RB
2025,1,2025_01_CIN_CLE,CLE,00-0038710,TE
2025,1,2025_01_CIN_CLE,CLE,00-0038979,WR
2025,1,2025_01_CIN_CLE,CLE,00-0039379,WR
2025,1,2025_01_CIN_CLE,CLE,00-0040162,RB
2025,1,2025_01_CIN_CLE,CLE,00-0040466,RB
2025,1,2025_01_CIN_CLE,CLE,00-0040663,TE
2025,1,2025_01_CIN_CLE,CLE,00-0040782,WR
2025,1,2025_01_DAL_PHI,DAL,00-0033077,QB
2025,1,2025_01_DAL_PHI,DAL,00-0035243,RB
2025,1,2025_01_DAL_PHI,DAL,00-0036358,WR
2025,1,2025_01_DAL_PHI,DAL,00-0036997,RB
2025,1,2025_01_DAL_PHI,DAL,00-0037247,WR
2025,1,2025_01_DAL_PHI,DAL,00-0037666,WR
2025,1,2025_01_DAL_PHI,DAL,00-0037801,WR
2025,1,2025_01_DAL_PHI,DAL,00-0038041,TE
2025,1,2025_01_DAL_PHI,DAL,00-0038547,TE
2025,1,2025_01_DAL_PHI,DAL,00-0038738,RB
