team,posgrp,metric,n,value,league,var_play,k_eb,between_var
NYG,WR,catch_rate,302,0.6158940397350994,0.6188547027263769,,592.4406304935924,0.0010395778909722611
NYJ,ALL,ypt,493,7.807302231237323,7.319899395173364,86.94449941456821,423.2498391543696,0.00391817122363068
NYJ,ALL,catch_rate,493,0.6815415821501014,0.6717168692736092,,320.9784577564491,0.0015226021030540439
NYJ,OTHER,ypt,54,7.333333333333333,7.014322916666667,65.24528301886791,71.82482665639307,0.021704806539040153
NYJ,OTHER,catch_rate,54,0.6851851851851852,0.6796875,,111.42454609768586,0.004229448396432637
NYJ,RB,ypt,78,7.051282051282051,5.776709401709402,92.25707625707628,155.33379421101966,0.01217468644255527
NYJ,RB,catch_rate,78,0.7564102564102564,0.7795584045584045,,269.6993396752406,0.0010484917179406582
NYJ,TE,ypt,92,7.880434782608695,7.402552926525529,65.8646679407549,477.88573528846166,0.002517228048063173
NYJ,TE,catch_rate,92,0.75,0.7238480697384807,,3197.323600121806,0.00011932022655747202
NYJ,WR,ypt,269,8.096654275092936,7.8248111244935945,97.54286189868506,512.9979346061339,0.003362458988259805
NYJ,WR,catch_rate,269,0.6356877323420075,0.6188547027263769,,592.4406304935924,0.0010395778909722611
PHI,ALL,ypt,516,6.695736434108527,7.319899395173364,108.20044780612625,423.2498391543696,0.00391817122363068
PHI,ALL,catch_rate,516,0.5988372093023255,0.6717168692736092,,320.9784577564491,0.0015226021030540439
PHI,OTHER,ypt,38,6.342105263157895,7.014322916666667,94.98790896159316,71.82482665639307,0.021704806539040153
PHI,OTHER,catch_rate,38,0.6052631578947368,0.6796875,,111.42454609768586,0.004229448396432637
PHI,RB,ypt,84,7.214285714285714,5.776709401709402,143.71256454388984,155.33379421101966,0.01217468644255527
PHI,RB,catch_rate,84,0.7261904761904762,0.7795584045584045,,269.6993396752406,0.0010484917179406582
PHI,TE,ypt,86,4.976744186046512,7.402552926525529,39.62298221614226,477.88573528846166,0.002517228048063173
PHI,TE,catch_rate,86,0.6511627906976745,0.7238480697384807,,3197.323600121806,0.00011932022655747202
PHI,WR,ypt,308,7.077922077922078,7.8248111244935945,119.17306146622111,512.9979346061339,0.003362458988259805
PHI,WR,catch_rate,308,0.5487012987012987,0.6188547027263769,,592.4406304935924,0.0010395778909722611
PIT,ALL,ypt,589,7.5212224108658745,7.319899395173364,93.3009944215377,423.2498391543696,0.00391817122363068
